,date,tweet
1078,2022-04-04 19:52:02+00:00,#Klitih merajalela
1079,2022-04-04 19:51:04+00:00,"Pas sahur cek Twitter Business proposal, Sejeong, Samantha, dan Rachel trending indonesia 
Puasa Ramadhan juga ramai klitih 1 juta binatang langit atas bawah KING IS BACK
 #WENDY Emas Gaji Lepas Arsenal Greenpeace https://t.co/9LCIauvZMN"
1080,2022-04-04 19:50:38+00:00,@Rattlekraph xixixi ampun bukan bos klitih
1081,2022-04-04 19:50:24+00:00,@merapi_uncover @Fadeltafarel_ Jadi klitih itu bocil yang sok keras megang celurit?
1082,2022-04-04 19:50:23+00:00,"Jogja x klitih emg gada abisnya, ngeri bgt dah ya eventho target mereka sbnernya sesama anak sma juga tapikan ngeri https://t.co/roGavZ7bjI"
1083,2022-04-04 19:49:46+00:00,@yoqasetiawan Wadu grogi aku disamper bos klitih ampun😔👊
1084,2022-04-04 19:48:25+00:00,@Rattlekraph ikut klitih kak wqwq
1085,2022-04-04 19:47:30+00:00,Kalau ketemu klitih di tabrak sampe mereka mati kita kena pasal ga ya? Sumpah aku yg sering ke jogja was2 bgt liat berita gini https://t.co/oU7bmHs2Km
1086,2022-04-04 19:46:48+00:00,"Sahur iseng cek Twitter ramai Business proposal, Sejeong, Samantha, dan Rachel trending indonesia 
Puasa Ramadhan tetap ramai klitih 1 juta binatang langit atas bawah KING IS BACK
 #WENDY Emas Gaji  Lepas https://t.co/JvsKz0TqOW"
1087,2022-04-04 19:45:24+00:00,@ArnetzS_SABLENX @AREAJULID Coba yg ngomong gitu di klitih lambenya 🙂
1088,2022-04-04 19:44:22+00:00,"Klitih, masalah klasik, ironisnya sudah sampai berjatuhan korban jiwa, yang katanya daerah istimewa, terus yang katanya tugasnya mengayomi kemana? Tata kelola keamanan daerah kemana?"
1089,2022-04-04 19:43:58+00:00,"Bapak ibuk anaknya di jaga ya! Kalo malem di kandang aja! Daripada ngilangin nyawa orang! 
Dek gapapa dah main ml jadi beban daripada jadi klitih untungnya apa? 
Jogja darurat Klitih"
1090,2022-04-04 19:43:09+00:00,"Bangun sahur ramai Business proposal, Sejeong, Samantha, dan Rachel trending indonesia 
Ramadhan tetap ramai klitih  
1 juta bintang langit atas bawah KING IS BACK https://t.co/pyuwW3cfM2"
1091,2022-04-04 19:42:09+00:00,yallahhhh mulai lg klitih season 😔😔😔 ga kelar kelarrrr gila https://t.co/QPct4n2zHc
1092,2022-04-04 19:42:08+00:00,"Sakit hati banget baca yg jadi korban klitih di jogja

Kenapa dah selalu ada orang-orang sok jagoan yg beraninya keroyokan bahkan smpe ngambil nyawa orang lain. Apa yg dicari sih, eksistensi juga ga didapet karena pasti jadi buron"
1093,2022-04-04 19:40:19+00:00,"apa cuma Sheila on 7 aja yg satu2nya bener di Jogja? Mau bilang pemerintah nya bener juga, tp Klitih ga abis2."
1094,2022-04-04 19:39:34+00:00,"jogja klitih, tangerang gangster, kudu licinn emang idup mah😬"
1095,2022-04-04 19:38:22+00:00,klitih is another kaum-kaum kelaran sing kejeron mencintaimu
1096,2022-04-04 19:37:22+00:00,@yadhihrmasakini @AREAJULID klitih kaya gitu tuh tujuannya apa kak kalau boleh tau? maaf aku gatau soalnya
1097,2022-04-04 19:36:27+00:00,@RagilSempronk Koncoku ndisek numpak binter mercy e mas e yo ke klitih 😂😂
1098,2022-04-04 19:32:48+00:00,"tips kalo kepepet keluar malem di atas jam 12 usahakan bawa temen minimal ber 2 , jangan banyak² takutnya malah di sangka anda yg klitih , usahakan lewat jalan yg rame (ngalang sitik rapopo) sebernya pelaku klitih kalo kita berani sekalian dia malah takut"
1099,2022-04-04 19:32:17+00:00,"Selain klitih, sampah juga pr besar buat pemerintah DIY 😌😌 https://t.co/Yl3T6lQces"
1100,2022-04-04 19:32:02+00:00,"@setanping @detikcom Kalo penjelasan temen ku yg lbh mudah kupahami, Klitih itu begal tapi dia gak ngambil barang, cuman melukai (ngebacok) demi kepuasan tersendiri.."
1101,2022-04-04 19:31:40+00:00,Wes intine wae klitih urusen soale nek sing ngurus wong ra due hak koyo aku malah dadi tersangka yo luput. Gur pengen ayem neng dalan. Gek monggo sing gadah kewajiban brantas masalah niki diurus sing tenanan.
1102,2022-04-04 19:31:31+00:00,@unnesmenfess Muteri semarang vs kreak utowo klitih
1103,2022-04-04 19:28:35+00:00,@adiladc @hurufhijaiyah cek profilku kak sedikit share ttg klitih
1104,2022-04-04 19:28:12+00:00,"Sebenernya kalau klitih itu meregenerasi atau bahasa nya turun temurun, sudah menjadi kebiasaan unjuk kemampuan tetapi semakin kesini semakin tidak terkontrol, banyak hal yang bisa menyebabkan orang melakukan klitih."
1105,2022-04-04 19:28:02+00:00,"@Agus_soegiharto @tribunjogja Keknya kalo dari jaringan emang gak bisa massZeh , setauku sih kalo klitih meregenerasi dan kek turun temurun begitu , jadi setiap tahun pasti ada aja mas , maaf kalo salah hehe"
1106,2022-04-04 19:27:57+00:00,"ahahay, dejavu keno klitih 2 tahun yang lau https://t.co/cL0viPnY5r"
1107,2022-04-04 19:26:05+00:00,"@ngapebah @apakuadadimars @AREAJULID Klitih tuh mirip kayak begal, cumn mereka gk ngmbl harta korban. Merekan ngelakuin klitih sbg syarat buat masuk suatu geng dan untuk diakui. Cmiiw"
1108,2022-04-04 19:25:04+00:00,"8. Ohiya paling penting dicatat, Klitih di jogja itu bukan hoax ya."
1109,2022-04-04 19:25:02+00:00,"@Fadeltafarel_ @Upil_Jaran2 Dipateni sisan ae kui gen sampah klitih berkurang , nek perlu live ae sing mateni ben do reti"
1110,2022-04-04 19:22:28+00:00,"@HydarHakim @bringinkota @AREAJULID Omonganmu empuk koyo roti aoka. 
suatu saat jika kepalamu sigar krn bacokan klitih,kamu tdk akan segampang ini ngomong disosmed"
1111,2022-04-04 19:20:12+00:00,"BUKTIPOKER | BANDAR POKER | BANDAR CEME | DOMINOQQ | IDN POKER | CEME KELILING | IDNPLAY | PLAYER VS PLAYER | SITUS TERPERCAYA | IDN SLOT

#KeanuTaaruf #Kingisback #nikmatnyooo #klitih #jokowi #buktipoker https://t.co/rdL98fa4jQ"
1112,2022-04-04 19:18:56+00:00,@hurufhijaiyah klitih apa
1113,2022-04-04 19:18:28+00:00,"orang ini ,(bukan karna ga menghargai bapak sebagai yg berwenang ya) 

 dulu klitih menyerang spesifik untuk sekolah rival nya dan dulu klitih tanya dulu ""SEKOLAH MANA WOI"" misal sekolah SMK 1 OKE bukan rival dulu di biarkan ""pernah beberapa kali (kena KLITIH)"
1114,2022-04-04 19:16:51+00:00,Jadinya klitih gaes https://t.co/zPUX43o8NK
1115,2022-04-04 19:14:37+00:00,"@AREAJULID babagan amis"" sat set das des,giliran patroli klitih klemar klemer.(?)"
1116,2022-04-04 19:13:54+00:00,"@isibotol05 dianggap kriminal cuma untuk kejadian ini, tapi klitih tidak akan dimatikan, kembali lagi, yang dipegang adalah prinsip klitih adalah isu yang dibesar2kan. miris"
1117,2022-04-04 19:12:09+00:00,"Lagi rame di Jogja KLITIH (Keliling Luruh Getih) katanya sekelompok pemuda kelililing subuh2 terus ngebacok orang secara random tanpa ngambil motor atau harta korban, serem juga ya :("
1118,2022-04-04 19:11:31+00:00,"@RickyNSas @kumparan Yg bener. Baik ngaji dijalan maupun klitih, dua²nya melanggar ketertiban umum."
1119,2022-04-04 19:11:13+00:00,"sebagai laki laki yg hobi mengajak kuliner malam para mbak mbak gemas dan dedek dedek gemesh~ 
ya aku jadi gimana gitu kalo klitih tetap merajalela begini.. 
kan kalo rajalele beras yak.."
1120,2022-04-04 19:10:34+00:00,"Sejauh saya menyimak berita klitih sejak 2000an awal, belum pernah tahu ada korban klitih yang pake RX King, Vespa klasik, CB, atau motor motor tua lainnya, rata rata korban pake motor baru dan berpenampilan ala anak muda. Siapa tahu trik ini bisa jadi cara menghindari klitih."
1121,2022-04-04 19:10:27+00:00,@ssciello_ klitih itu apa?
1122,2022-04-04 19:09:29+00:00,"gini amat ya kawan.. 
mbiyen metu mbengi gur wedi konangan demenan ro wedi ketemu setan, 

lha nek saiki wedi nek ketemu klitih..

hufft~"
1123,2022-04-04 19:09:11+00:00,@owrenjeruk Kalo cewe kemungkinan besar aman dari klitih
1124,2022-04-04 19:08:18+00:00,"KILAT77, situs slot online terbaik dan terpercaya!!!

BULAN RAMADHAN TELAH TIBA
BURUAN DEPO, BERKAH MENANTI
ANTI RUNGKAD YANG BIKIN DOMPET MATI

JOIN &amp; PLAY NOW!!!

https://t.co/u0gck8hYoS
https://t.co/u804kIlgQB

#Seungri
#Klitih https://t.co/GHmpO7lJ7S"
1125,2022-04-04 19:07:17+00:00,"Males keluar jam 00:00 di jogja ya karena udah beda vibesnya serasa jadi GTA di kejar"" sama klitih wkwk"
1126,2022-04-04 19:05:51+00:00,@UnCutKecil oalah. mugo klitih ra mraman nang ndi ndi maas
1127,2022-04-04 19:03:23+00:00,Semoga kekerasan jalanan seperti klitih segera teratasi dan Tuhan selalu melindungi kita semua 🙏
1128,2022-04-04 19:01:57+00:00,"@Fadeltafarel_ Bocil2 jd klitih, yang bikin meresahkan di jogja ih"
1129,2022-04-04 19:01:18+00:00,@naxigorenk ya karena klitih gak pernah dianggap kejahatan mas
1130,2022-04-04 19:00:59+00:00,"@oetomoo @AREAJULID Jogja terbuat dari rindu, pulang, angkringan dan klitih"
1131,2022-04-04 19:00:47+00:00,@merapi_uncover Apa cuma Dajjal yg bisa mengentikan Klitih ini?😧
1132,2022-04-04 18:59:08+00:00,@jogjamnfs Ngeri UI keluar malem skrg . Klitih .
1133,2022-04-04 18:57:50+00:00,siapa yang cita2nya ingin memukuli orang klitih? aku bang
1134,2022-04-04 18:57:37+00:00,@nunu_29 @AREAJULID Yuk coba geng klitih nya berkreativitas di lingkup keluarga bupati sleman. Tunjukan bakat mu sekarang.
1135,2022-04-04 18:56:47+00:00,Klitih tuh bener2 kudu diberantas deh. Gacuma di jogja diseluruh kota lain juga kudu diberantas. Sumpah ya liat korban2nya tuh udh kaya nyawa dikira mainan. Yaallah ngilu bgt org ngegampangin bgt yaa. nyawa orgkan jd tarohannya😫😭
1136,2022-04-04 18:56:25+00:00,bocil2 klitih di jogja membuatku makin yakin utk ga punya anak
1137,2022-04-04 18:56:22+00:00,Ternyata abis ada klitih di jalan gedong kuning😭 tbl tbl mana pulangnya malem terus😭
1138,2022-04-04 18:55:41+00:00,"@JokoKurkuma Itu tanggapan beliau waktu Klitih trending pada bulan Januari lalu.
Nah bulan April sekarang ini Klitih trending lagi dan alhamdulillah respon beliau lebih tegas daripada sebelumnya yg terkesan menyangkal"
1139,2022-04-04 18:55:02+00:00,"di priok mah udah biasa tawuran apalagi bulan puasa tapi ya gitu kalo ada korban ya paling ketawain aja toh dia yang mau,  tapi kalo klitih ini anjing banget orang lewat malem-malem dibacok kan bangsat banget, bener-kalo ketangkep si paling ga kaki sama tangan kudu patah !!!"
1140,2022-04-04 18:54:53+00:00,@merapi_uncover Jogja melekat dengan klitih dan begal
1141,2022-04-04 18:53:16+00:00,"@gztrs_ koe ojo ngelek""i jogja mas, ora ono klitih"" ngene i"
1142,2022-04-04 18:52:57+00:00,@bringinkota @AREAJULID Sama klitih takut?? Hahaha.. Kamu tinggal di negara HUKUM apa jaman jahiliyah..
1143,2022-04-04 18:52:52+00:00,@STM_Kepo Cikarang banyak klitih min
1144,2022-04-04 18:50:48+00:00,"@Heinrichmozav @nlt314 @matchuamu @WidasSatyo Makasih penjelasannya, aku baru tau loh kepanjangan dr  klitih."
1145,2022-04-04 18:49:43+00:00,paling sering balik jam 1-3pagi paling seneng kalo dijalan cuman sendiri soalnya kalo ada motor lain takutnya klitih
1146,2022-04-04 18:49:22+00:00,@DradjatKuntjor2 @tribunjogja melawan klitih tangkap
1147,2022-04-04 18:48:33+00:00,"Cari Makan Untuk Sahur, Putra Anggota DPRD Kebumen Tewas Mengenaskan Jadi Korban Klitih https://t.co/eqvoLOzBgJ"
1148,2022-04-04 18:47:12+00:00,@tribunjogja Klitih yg sebelumnya bukan pidana? Ngampunten Ndoro🙏🏽
1149,2022-04-04 18:46:23+00:00,Baca berita klitih ini serem banget ya. Hati-hati sama kemarahan masyarakat yg udah numpuk di ubun-ubun. Things are going to get nasty.
1150,2022-04-04 18:43:19+00:00,Lahir klitih dari keluarga kita. InsyaAllah jika peran bersama sama saling kontribusi *klitih* akan hilang sendiri. https://t.co/qyqZP5W15l
1151,2022-04-04 18:43:12+00:00,Ditambah hukum yang belum membuahkan efek jera terhadap pelaku membuat klitih sangat sulit untuk di brantas. Dalam kasus tersebut minimal dalam diri kita masing masing berprinsip jika tidak bisa ikut membrantas klitih minimal kita sendiri dan keluarga menjamin bahwa tidak akan
1152,2022-04-04 18:43:11+00:00,"Budaya dalam dunia remaja. Harus ada peran aktif antara keluarga, masyarakat dan lingkungan sekitar. Kenapa sampai sekarang klitih sangat sulit untuk dibrantas, karna kurangnya perhatian terhadap akar permasalahan tersebut. Ditambah lagi korona yang sukses membuat pola pendidikan"
1153,2022-04-04 18:43:11+00:00,"""Dialektika klitih""
Banyak yang berkoar-koar, kok polisi gak iso mbrantas klitih sih, kok malah semakin menjadi  jadi. Yang pertama klitih adalah semacam budaya dalam masa kenakalan remaja. Dalam kasus tersebut harus ada kontribusi dari beberapa pihak agar klitih tidak menjadi"
1154,2022-04-04 18:41:06+00:00,"@Ar_Riee @telorrpecah @tribunjogja nambahi, mas: Klitih adalah kejahatan yang mengancam myawa yang dianggap oleh jajaran terhormat sebagai isu yang dibesar2kan"
1155,2022-04-04 18:40:16+00:00,Hayoh sing wingi protes wong ngaji nang jogja g bener. Saiki klitih opo dianggep bener
1156,2022-04-04 18:40:14+00:00,"Baru beberapa hari tau klitih, eh bener dah ada korban jiwa nih https://t.co/AzlskO73XM https://t.co/5myF2VfbnG"
1157,2022-04-04 18:39:09+00:00,"@BgsDanuMahendra @merapi_uncover @Fadeltafarel_ di Jabodetabek ya anak sekolah yg pada tawuran, bedanya klo klitih itu mainnya kaya system culik/colongan"
1158,2022-04-04 18:39:07+00:00,@jogjamnfs Muter2 takut di klitih
1159,2022-04-04 18:38:47+00:00,@JOHNWIL13795256 pelaku klitih itu pantesnya diarak! diramein kalo kata anak mari!
1160,2022-04-04 18:38:05+00:00,"@tribunjogja Sbetulnya kl jogja misal kek sistem kerajaan dulu, trus penegak huk dibawah komando raja pastinya klitih g sampek 3 bulan tuntas.
Etdah skrg hukuman kyk kripik tempe"
1161,2022-04-04 18:36:57+00:00,"@humas_jogja @YogyakartaCity Percuma jika sporadis, apalagi hanya meminta proses hukum. Begitu keluar, melakukan lagi.
Turunkan kesatuan khusus untuk memburu dan membasmi virus klitih ini dengan cepat, tegas dan tuntas."
1162,2022-04-04 18:36:28+00:00,jadi inget solo meh diusumke klitih karo kakang-adi sangar. nek kelingan koe yo jek guyu ra bang @Satria_uun ? wuhahahahahhahaha T
1163,2022-04-04 18:36:13+00:00,"@pyupawpaw @Kdramaescapp @AREAJULID Klitih itu bukan radikal
Klitih bukan affiliator binary option
Jadi Klitih gak berbahaya.

Suuww 😭"
1164,2022-04-04 18:36:05+00:00,"pendatang kebanyakan pulang ke kampungnya masing-masing. Jangan sampai hal ini terjadi juga ke wisatawan sehingga menurun jumlahnya. Walau aku pesimis klitih akan menimpa wisatawan juga, tapi yaa bisa aja kejadian kan (who knows?)."
1165,2022-04-04 18:35:54+00:00,Ojo omong keno klitih yoan
1166,2022-04-04 18:35:03+00:00,Klitih https://t.co/m0pkdsr6rI
1167,2022-04-04 18:34:42+00:00,klitih bangsat dr dulu ga kelar2 perasaan
1168,2022-04-04 18:34:30+00:00,"...sepanjang perjalanan pulang dan beberapa hari setelahnya cuman bisa positif thinking aja dan berharap itu cuma pemuda gabut yg sedang mabuk atau apa lah. tapi setelah baca kejadian ini, rasanya sulit menyangkal kalau aku memang berpapasan dengan para Klitih."
1169,2022-04-04 18:33:12+00:00,"udah tau banyak klitih, ringroad malah gelap gulita, terus gunanya lampu apaan kalo tiap malam dimatikan ?"
1170,2022-04-04 18:33:04+00:00,"Kita main yuk? yuk tunggu JP MAXWIN ya
gacorin disini akun VVIP https://t.co/CeajZjnGAt
duh enak Atas Bawah pecah ya #Nikmatnyooo kalo udah Taemoo apalagi Klitih langsung aja #BDSlot88 Greenpeace udah tempat Binatang eh #KeanuTaaruf https://t.co/erLzCrdl4a"
1171,2022-04-04 18:32:49+00:00,"@AREAJULID saran aja, buat mereka yg suka nembak burung dll drpd kasian burungnya pada mati, mending nangkring di atas atap tempat biasa ada klitih, latihan jadi sniperlah tembak tembakin tuh para bocil"
1172,2022-04-04 18:32:46+00:00,"@swalayanperak @humas_jogja Ini masalah marwah leadership.
Jika pemerintah (daerah) punya wibawa, maka sekali bersabda di bawah akan langsung berjalan, masyarakat akan sendiko dawuh dan apapun akan terjadi sesuai dengan sabda.
Sayangnya soal klitih ini jelas tidak ada perbaikan."
1173,2022-04-04 18:29:53+00:00,"Klitih menewaskan seorang pelajar 18 tahun tak bersalah di Jogja. Kalo ketangkep, pukulin ampe mati aja. Tp kakinya diputusin satu. Jadi kalo pas gentayangan jadi pocong, dia susah."
1174,2022-04-04 18:29:15+00:00,@akunusam info klitih sam. w siap gunting 3 jari kaki n 4 jari tangan 🤣😂
1175,2022-04-04 18:29:02+00:00,Tanker Pertamina dicegat klitih bukan sih? https://t.co/G8q3Tv851g
1176,2022-04-04 18:27:54+00:00,"@merapi_uncover @Fadeltafarel_ Alah"" nger iseh enom sklh sek genah sakno bapak mbokmu le nyekolahke nukokke mtr ben iso sekolah penak malah dinggo mubeng klitih mtr e duh alahh lee"
1177,2022-04-04 18:27:02+00:00,@ohmpcawatt klitih itu apaaa
1178,2022-04-04 18:26:32+00:00,"@_AdamSeptian_ @humas_jogja Menurunkan kejahatan klitih hanya bisa jika DIY tegas, tembak di tempat.
Klitih muncul karena aparat polisi tidak tegas. Aksi polisi hanya sporadis berdasarkan kasus dan fire fighting. Tidak efektif dan efisien.
Abaikan HAM, keselamatan rakyat lebih penting.
Cc.
@ListyoSigitP"
1179,2022-04-04 18:25:11+00:00,banyak klitih
1180,2022-04-04 18:25:09+00:00,"Mbok yo nek gabut ki mending nonton drakor le.. nontoni kim se jeong, park bo young.. timbang dadi klitih.. -____- https://t.co/P7VpXkk3vQ"
1181,2022-04-04 18:23:48+00:00,"Klitih
.
.
."
1182,2022-04-04 18:23:34+00:00,ya allah trending klitih lg😔😔 stay safe yg ada di jogja 😔🙏
1183,2022-04-04 18:23:30+00:00,"Baru kali ini denger skripsi ttg klitih, keren emang ranah antropologi yang tak kumengerti ini. https://t.co/py6I3PHfIb"
1184,2022-04-04 18:22:07+00:00,"Klitih ki ancene kumpulan tai sing diwenei nyowo.
Mbok Pak e paling mangane jupuk teko sampah karo banyu got ngombene.
Makane dadine klitih."
1185,2022-04-04 18:21:37+00:00,"Mari kembalikan arti klitih seperti dulukala yg skrg jd berkonotasi negatif, sedang dulunya positif."
1186,2022-04-04 18:18:39+00:00,Ada juga yg menyebut Klitih atau dlm bahasa jawa singkatan dr keliling golek getih (keliling cari darah) merupakan agresivitas brutal yg mjd salah satu bentuk pengungkapan emosi.
1187,2022-04-04 18:18:32+00:00,cah klitih ki bocil rupa tuwa pengangguran saking gabut e nganti raceto polahe. wong tuwane yo raceto le ndidik piye hesh jan https://t.co/fijGruWcJI
1188,2022-04-04 18:18:13+00:00,"Sepertinya kejahatan jalanan ""KLITIH"" di jogja hanya bisa diperangi dgn model yg sama. Bantai pelakunya klo ketangkep. https://t.co/6v7ChEynr9"
1189,2022-04-04 18:17:26+00:00,@nksthi habis kena klitih ?
1190,2022-04-04 18:17:22+00:00,klitih tanpa sajam cuma jd sekumpulan bocah tadika mesra https://t.co/268jKdfx34 https://t.co/7Scedz1UMu
1191,2022-04-04 18:17:17+00:00,"@glowglast Bakar di alkid ini bocah.. Buat tanda kl masyarakat benar² memerangi pelaku ""klitih"".."
1192,2022-04-04 18:16:31+00:00,"Kelangkaan Minyak Goreng, Anggota DPR RI Semprot Pemerintah https://t.co/T4qh9YUzA8 lewat @YouTube #MinyakGoreng #sawit #MinyakGorengLangka #Klitih #BREAKINGNEWS #dprri #atasbawah #giselle #klitih #keanutaaruf #nimatnyooo #binatang #Ramadhan #ramadhan2022 #RamadhanKareem #sahur"
1193,2022-04-04 18:16:10+00:00,pelaku klitih sebelum dibawa ke kantor paling bener digawe ciri sek gen ra ndao klewo klewo sobo dalan.
1194,2022-04-04 18:16:02+00:00,"Yang bikin heran dari tidak ada habisnya klitih di Jogja ini adalah pemerintah &amp; polisi kok seperti tidak punya solusi entah jangka panjang atau jangka pendek.

Sesimpel sebar sebanyak2nya polisi (tambah tentara) tiap malam sampai pagi ke seluruh Jogja sampe tidak ada klitih. https://t.co/3yMy5m3OaV"
1195,2022-04-04 18:13:02+00:00,"@shitlicious Kalo di kediri kota mas, bukan kabupaten, tengah malam ada polisi patroli, kalo malang kota sama ada polisi patroli tengah malam. Dari dua kota itu gak dengar ada begal/klitih ketika tengah malam."
1196,2022-04-04 18:12:38+00:00,"@merapi_uncover jaman jnm an mbiyen klitih ki biasane dibegal sandangan e tok mbuh kaos, hoodie, opo topi nek saiki le dibegal nyowone"
1197,2022-04-04 18:12:33+00:00,"semoga aku kalo banyak pikiran ga muterin alkid-altar-tugu-sudir lagi dijam rawan. aku gemes sama klitih,mau ndekem di kos. cuihh😔💔💔💔💔"
1198,2022-04-04 18:12:14+00:00,"Ketika hukum tidak tegas, maka pelaku kejahatan akan sulit diberantas. Itu yang terjadi pada kasus klitih di Jogjakarta."
1199,2022-04-04 18:12:10+00:00,"@bokehgenic @z4_roeni @tirekjahat @Fadeltafarel_ @Upil_Jaran2 Sedikit meluruskan prenn, klitih udah dari lama sih tapi emang ga pernah selesai selesai"
1200,2022-04-04 18:11:21+00:00,@9axeoft_ @gatwwlgi @SUNSETW1TCH @AREAJULID Tp yg mirisnya di jogja ini hukuman buat klitih kurang tegas gitu
1201,2022-04-04 18:11:00+00:00,"@JogjaUpdate @HumasJOGJA Telat bos klitih wis tahunan wis akeh sing mati sio sio , yo ra ana perubahan signifikan seko kepolisan karo pemerintah jogja nggo ngatasi klitih. Paling bertahan pirang sasi trus ono meneh ngono ae trus"
1202,2022-04-04 18:10:37+00:00,"@merapi_uncover Jogja sudah tak aman lagi, klitih menantimu 👀"
1203,2022-04-04 18:08:35+00:00,Jangan ngomongin klitih!1!1!1!1!1!1!1!1!1!1!1!1 Merusak citra Jogja!1!1!1!1!1!1!11!1!1!!11!1!1!1!!1!1 https://t.co/WByIiXNztJ
1204,2022-04-04 18:08:20+00:00,"@merapi_uncover durung sui kayake ono seng ngomong ""bocah klitih kui kreatif"" sopo ya 🤣🤣 lupa ingatan saya"
1205,2022-04-04 18:07:53+00:00,"@merapi_uncover @Upil_Jaran2 Pengin komen klitih, ning kok Ktp ku Banjarnegara hehehe"
1206,2022-04-04 18:07:11+00:00,"Coba kalo misal dikasih hukuman yang serius kaya seumur hidup penjara gitu kalo gabisa hukuman mati, kan nanti siapa tau ada yang mikir ""duh cuk takut kering dipenjara"". Kok ya gaada abisnya klitih ini mau sampe kapan astaghfirullah NYAWA ORANG INI NYAWA ORANG. Babi."
1207,2022-04-04 18:07:11+00:00,"Kudunya pelaku klitih tuh bener-bener diatur hukumannya gt loh. Kalo menghilangkan nyawa orang ya dihukum lah selayaknya menghukum orang yg menghilangkan nyawa orang. Klo dilindungi ""masih dibawah umur"" nanti terus aja gt ""udah gas aja gaakan kenapa napa, kan masih dibawah umur"""
1208,2022-04-04 18:06:50+00:00,"@detikcom Tmn adik sy kena klitih dlu,mlm"" badan penuh darah.dia blg..kena bacok,yg bacok tmn nya sndiri. Pas sy tny apa motif dia bacok km?,adik sy blg: itu salah satu ospek untuk masuk ke dlm anggota geng.syaratnya bs bacok org random,tp jgn smpe ngambil barang korban."
1209,2022-04-04 18:06:44+00:00,"gr gr berita anak SMA nyari sahur kena klitih sampe meninggal, sekarang jadi was was bgt. semoga abis ini cica kalo nyari sahur gausah ampe daerah ugm lagi, jgn nr diatas jam 1 apalagi lewat ringroad, turu ae ng kos rak resiko ca😭"
1210,2022-04-04 18:06:20+00:00,@jogjamnfs takud klitih :(
1211,2022-04-04 18:05:42+00:00,"@bebek_emosi @tirekjahat @Fadeltafarel_ @Upil_Jaran2 Tmn adik sy kena klitih dlu,mlm"" badan penuh darah.dia blg..kena bacok,yg bacok tmn nya sndiri. Pas sy tny apa motif dia bacok km?,adik sy blg: itu salah satu ospek untuk masuk ke dlm anggota geng.syaratnya bs bacok org random,tp jgn smpe ngambil barang korban."
1212,2022-04-04 18:05:09+00:00,@merapi_uncover Komnas Perlindungan Anak silahkan aja menilai...pilih menyelamatkan anak yg baik dan potensial dari ancaman anak setan (pelaku klitih) atau membela pelaku klitih yg sudah merenggut nyawa anak baik dan potensial tadi. Lebih baik menyortir generasi rusak ini dengan tindakan tegas
1213,2022-04-04 18:04:48+00:00,@Akabane_Keiji yaallah ini yang klitih ni background nya kenapa
1214,2022-04-04 18:04:24+00:00,@annelycstae serem kak. anak kampus ku dulu ada yang kecelakan dan meninggal di tempat karena ngehindarin klitih.
1215,2022-04-04 18:04:11+00:00,Saya pikir jogja itu kota yg ramah dan sopan santun bisa menjd teladan bagi daerh2 lain... Trnyt byk juga anak2 nakal dan brutal krn aksi klitih. Gmn sangsi hukum bagi anak2 d bawah umur yg melakukan kejahatan sampai menyebabkn hilangmy nyawa org? Apakh krn mrk d bwh umur trs..
1216,2022-04-04 18:03:38+00:00,"klitih
Keliling Golek Getih
kecekel ingah ingihh
#JogjaDaruratklitih"
1217,2022-04-04 18:03:03+00:00,klitih maneh klitih maneh duuh🤕
1218,2022-04-04 18:02:09+00:00,"@foxiny11805889 Asli klitih bikin was was sih, setelah pandemi aku lebih takut pulang tengah malam di Jogja ketimbang Jakarta. Kalau dulu seenggaknya McD dan Indomaret semuanya 24 jam, ada apa-apa tinggal belok ke McD."
1219,2022-04-04 18:02:07+00:00,"ngomong ngomong ,jogja belom beres soal klitih ya?,barusan baca artikel di jogja katanya anak DPRD korban keganasan klitih,dan sering juga gue liat kasus klitih di jogja,gaberes beres prasaan tu masalah 😢,tu anak anak di jogja punya masalah apa ya sampe ngebunuh orang gitu"
1220,2022-04-04 18:01:59+00:00,klitih jogja serem serem banget ajg
1221,2022-04-04 18:01:27+00:00,klitih tuh ap https://t.co/a8KX3SwbED
1222,2022-04-04 18:00:55+00:00,Klitih itu artinya apa sih??
1223,2022-04-04 18:00:51+00:00,@ronalfernandos7 @_haruhayuku_ @__swoopy @burnoutnvanish @AREAJULID Inget kasus klitih yg ditabrak di seyegan? Yg nabrak jd trsangka kan. Pdahal dia melindungi diri sendiri
1224,2022-04-04 18:00:34+00:00,"18. Btw di Surabaya juga ada gengster remaja mirip klitih, tapi disini ada Bonek yang selalu menjaga kota agar tetap aman.

Sekian cerita pengalaman dari saya, semoga dapat segera terselesaikan permasalahan Klitih di Jogja, dan menjadikan Jogja kembali aman dan tentram, Aamiiiin."
1225,2022-04-04 18:00:34+00:00,"16. Yang ingin liburan menikmati malam hari berkeliling Jogja, tapi harus bertemu dengan klitih yang dapat mengancam keselamatan, membuat saya harus berfikir dua kali untuk mengulangi berkeliling malah hari di Jogja."
1226,2022-04-04 18:00:32+00:00,"12. Eh sayangnya jam 2 malem udah harus tutup, jadi kejadian itu tadi sekitar jam 12-1 malam, lupa tepatnya jam berapa. Akhirnya saya tanya lagi ke masnya daerah2 yang sekiranya aman dari klitih, disarankan ke sekitar stasiun Lempuyangan aja, disana pasti ada warung 24 jam"
